RmsId;ScoringDate;CategoryGroup;Category;Score;TaggedCharacteristics;Status;SharePointLink;SharePointLinkTruncated
183;14/12/2020;Industry;Market Dynamics;20.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/183/;https://c4.sharepoint.com/sites/183
183;14/12/2020;Industry;Intra-Industry Competition;40.000.000.000;"[{""CharacteristicText"":""Market pricing has not shown to be rational"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Highly fragmented market with no clear leader or only one leader"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/183/;https://c4.sharepoint.com/sites/183
183;14/12/2020;Industry/Company;Technology Risk;20.000.000.000;"[{""CharacteristicText"":""Company is viewed as a disruptor\/benficiary from technological change"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/183/;https://c4.sharepoint.com/sites/183
183;14/12/2020;Industry/Company;Regulatory Framework;30.000.000.000;"[{""CharacteristicText"":""Low dependecy on regulation or is a beneficiary from regulation in a stable regulatory evironment"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Industry has high degree of regulatory scrutiny"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/183/;https://c4.sharepoint.com/sites/183
183;14/12/2020;Company;Business Model;30.000.000.000;"[{""CharacteristicText"":""Well diversified (products\/geographies) with low customer concentration"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/183/;https://c4.sharepoint.com/sites/183
183;14/12/2020;Company;Management & Ownership;20.000.000.000;"[{""CharacteristicText"":""Industry experiened PE owner \/ pension fund \/ listed company without conentrated ownership (voting rights)"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/183/;https://c4.sharepoint.com/sites/183
183;14/12/2020;Company;Competitive Positioning;30.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Highly commoditized offering with no unique value proposition"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/183/;https://c4.sharepoint.com/sites/183
333;27/11/2020;Industry;Market Dynamics;30.000.000.000;"[{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/333/;https://c4.sharepoint.com/sites/333
333;27/11/2020;Industry;Intra-Industry Competition;20.000.000.000;"[{""CharacteristicText"":""Market share is consolidated with top 3-5 players & limited fragmentation of remainder"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""High barriers to entry"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/333/;https://c4.sharepoint.com/sites/333
333;27/11/2020;Industry/Company;Technology Risk;30.000.000.000;"[{""CharacteristicText"":""Industry is susceptible to technological advances"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/333/;https://c4.sharepoint.com/sites/333
333;27/11/2020;Company;Business Model;40.000.000.000;"[{""CharacteristicText"":""Flexible cost base"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Project based revenues \/ lumpy revenues"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/333/;https://c4.sharepoint.com/sites/333
333;27/11/2020;Company;Management & Ownership;20.000.000.000;"[{""CharacteristicText"":""Experienced management team with limited key person risk"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Industry experiened PE owner \/ pension fund \/ listed company without conentrated ownership (voting rights)"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/333/;https://c4.sharepoint.com/sites/333
333;27/11/2020;Company;Competitive Positioning;20.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/333/;https://c4.sharepoint.com/sites/333
196;22/04/2021;Industry;Market Dynamics;20.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""}]";Inactive;https://c4.sharepoint.com/sites/196/;https://c4.sharepoint.com/sites/196
196;22/04/2021;Industry;Intra-Industry Competition;30.000.000.000;"[{""CharacteristicText"":""Highly fragmented market with no clear leader or only one leader"",""CharacteristicInfluence"":""Negative""}]";Inactive;https://c4.sharepoint.com/sites/196/;https://c4.sharepoint.com/sites/196
196;22/04/2021;Industry/Company;Regulatory Framework;30.000.000.000;"[{""CharacteristicText"":""Industry has high degree of regulatory scrutiny"",""CharacteristicInfluence"":""Negative""}]";Inactive;https://c4.sharepoint.com/sites/196/;https://c4.sharepoint.com/sites/196
196;22/04/2021;Company;Business Model;30.000.000.000;"[{""CharacteristicText"":""Well diversified (products\/geographies) with low customer concentration"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Sales are recurring in nature (but not contracturally obligated)"",""CharacteristicInfluence"":""Positive""}]";Inactive;https://c4.sharepoint.com/sites/196/;https://c4.sharepoint.com/sites/196
196;22/04/2021;Company;Management & Ownership;20.000.000.000;"[{""CharacteristicText"":""Experienced management team with limited key person risk"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Industry experiened PE owner \/ pension fund \/ listed company without conentrated ownership (voting rights)"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Aggressive M&A strategy with\r\nfuture acquisitions likely"",""CharacteristicInfluence"":""Negative""}]";Inactive;https://c4.sharepoint.com/sites/196/;https://c4.sharepoint.com/sites/196
196;22/04/2021;Company;Competitive Positioning;30.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""}]";Inactive;https://c4.sharepoint.com/sites/196/;https://c4.sharepoint.com/sites/196
79;02/12/2020;Industry;Market Dynamics;25.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Limited seasonaility and stable working capital"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/79/;https://c4.sharepoint.com/sites/79
79;02/12/2020;Industry;Intra-Industry Competition;25.000.000.000;"[{""CharacteristicText"":""Historically rational pricing"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""High barriers to entry"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Highly fragmented market with no clear leader or only one leader"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/79/;https://c4.sharepoint.com/sites/79
79;02/12/2020;Industry/Company;Regulatory Framework;20.000.000.000;"[{""CharacteristicText"":""Low dependecy on regulation or is a beneficiary from regulation in a stable regulatory evironment"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/79/;https://c4.sharepoint.com/sites/79
79;02/12/2020;Company;Business Model;30.000.000.000;"[{""CharacteristicText"":""Strong bargaining power"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""High customer and\/or (critical)\r\nsupplier concentration and\/or low\r\ndiversification (product\/geography)"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/79/;https://c4.sharepoint.com/sites/79
79;02/12/2020;Company;Management & Ownership;30.000.000.000;"[{""CharacteristicText"":""Experienced management team with limited key person risk"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Listed company closely held \/ family owned & managed"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Aggressive ownership style with mixed track record"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/79/;https://c4.sharepoint.com/sites/79
79;02/12/2020;Company;Competitive Positioning;20.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Clear value proposition \/ reason to exist (e.g. Patent protection, branding, sustaining differentiators)"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Power to withstand competitive behaviour (price cutting, market consolidation)"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/79/;https://c4.sharepoint.com/sites/79
53;01/03/2021;Industry;Market Dynamics;20.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Limited seasonaility and stable working capital"",""CharacteristicInfluence"":""Positive""}]";;;
53;01/03/2021;Industry;Intra-Industry Competition;30.000.000.000;"[{""CharacteristicText"":""High barriers to entry"",""CharacteristicInfluence"":""Positive""}]";;;
53;01/03/2021;Industry/Company;Regulatory Framework;40.000.000.000;"[{""CharacteristicText"":""High dependecy on regulation or is a beneficiary from regulation in an unstable regulatory evironment"",""CharacteristicInfluence"":""Negative""}]";;;
53;01/03/2021;Company;Management & Ownership;30.000.000.000;"[{""CharacteristicText"":""Industry experiened PE owner \/ pension fund \/ listed company without conentrated ownership (voting rights)"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Aggressive M&A strategy with\r\nfuture acquisitions likely"",""CharacteristicInfluence"":""Negative""}]";;;
53;01/03/2021;Company;Competitive Positioning;30.000.000.000;"[{""CharacteristicText"":""Market challenger"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Highly commoditized offering with no unique value proposition"",""CharacteristicInfluence"":""Negative""}]";;;
154;01/03/2021;Industry;Market Dynamics;10.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Limited seasonaility and stable working capital"",""CharacteristicInfluence"":""Positive""}]";Inactive;https://c4.sharepoint.com/sites/1541/;https://c4.sharepoint.com/sites/1541
154;01/03/2021;Industry;Intra-Industry Competition;20.000.000.000;"[{""CharacteristicText"":""Market share is consolidated with top 3-5 players & limited fragmentation of remainder"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""High barriers to entry"",""CharacteristicInfluence"":""Positive""}]";Inactive;https://c4.sharepoint.com/sites/1541/;https://c4.sharepoint.com/sites/1541
154;01/03/2021;Company;Management & Ownership;20.000.000.000;"[{""CharacteristicText"":""Experienced management team with limited key person risk"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""M&A not a big part of strategy"",""CharacteristicInfluence"":""Positive""}]";Inactive;https://c4.sharepoint.com/sites/1541/;https://c4.sharepoint.com/sites/1541
19;01/04/2021;Industry;Market Dynamics;20.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""}]";;;
19;01/04/2021;Industry;Intra-Industry Competition;30.000.000.000;"[{""CharacteristicText"":""High barriers to entry"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Highly fragmented market with no clear leader or only one leader"",""CharacteristicInfluence"":""Negative""}]";;;
19;01/04/2021;Industry/Company;Regulatory Framework;40.000.000.000;"[{""CharacteristicText"":""High dependecy on regulation or is a beneficiary from regulation in an unstable regulatory evironment"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Industry has high degree of regulatory scrutiny"",""CharacteristicInfluence"":""Negative""}]";;;
19;01/04/2021;Company;Business Model;30.000.000.000;"[{""CharacteristicText"":""Sales are recurring in nature (but not contracturally obligated)"",""CharacteristicInfluence"":""Positive""}]";;;
19;01/04/2021;Company;Management & Ownership;30.000.000.000;"[{""CharacteristicText"":""Experienced management team with limited key person risk"",""CharacteristicInfluence"":""Positive""}]";;;
68;25/03/2021;Industry;Market Dynamics;20.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/68/;https://c4.sharepoint.com/sites/68
